"centers"	"weightClass"	"region"	"stratumName"
"yl9s2y7U5Q9c"	"Class3"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class3"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class4"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class3"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class3"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class5"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class3"	"Region9"	"tango"
"yl9s2y7U5Q9c"	"Class4"	"Region9"	"tango"
"Uo22DzwLrFuG"	"Class1"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class4"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class5"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class3"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class5"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class2"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class3"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class3"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class1"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class4"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class3"	"Region8"	"papa"
"Uo22DzwLrFuG"	"Class3"	"Region8"	"papa"
"mHsPWIW5Fgkt"	"Class5"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class4"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class2"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class4"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class2"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class4"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class4"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class4"	"Region9"	"tango"
"mHsPWIW5Fgkt"	"Class4"	"Region9"	"tango"
"SR4ntwAyLelN"	"Class3"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class5"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class1"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class3"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class1"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class4"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class5"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class2"	"Region8"	"tango"
"SR4ntwAyLelN"	"Class4"	"Region8"	"tango"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class5"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class2"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class4"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class1"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class4"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"ZHbF9CZ5I4kt"	"Class3"	"Region2"	"papa"
"aIGNAm5GseI8"	"Class4"	"Region2"	"tango"
"F27XYs8WzBR5"	"Class4"	"Region9"	"papa"
"F27XYs8WzBR5"	"Class4"	"Region9"	"papa"
"F27XYs8WzBR5"	"Class5"	"Region9"	"papa"
"wDVMZJRWPK9L"	"Class2"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class3"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class3"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class4"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class3"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class1"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class5"	"Region8"	"papa"
"wDVMZJRWPK9L"	"Class4"	"Region8"	"papa"
"Xtt4EaxjqzYJ"	"Class2"	"Region10"	"papa"
"Xtt4EaxjqzYJ"	"Class2"	"Region10"	"papa"
"Xtt4EaxjqzYJ"	"Class4"	"Region10"	"papa"
"Xtt4EaxjqzYJ"	"Class4"	"Region10"	"papa"
"Xtt4EaxjqzYJ"	"Class3"	"Region10"	"papa"
"YMcbk8ur6rJN"	"Class3"	"Region8"	"tango"
"YMcbk8ur6rJN"	"Class5"	"Region8"	"tango"
"YMcbk8ur6rJN"	"Class5"	"Region8"	"tango"
"YMcbk8ur6rJN"	"Class5"	"Region8"	"tango"
"YMcbk8ur6rJN"	"Class3"	"Region8"	"tango"
"IgU5c8QKOFrg"	"Class4"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class5"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class2"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class5"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class4"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class4"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class5"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class1"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class2"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class4"	"Region10"	"papa"
"IgU5c8QKOFrg"	"Class4"	"Region10"	"papa"
"6FozXlLTIQ0i"	"Class3"	"Region10"	"tango"
"6FozXlLTIQ0i"	"Class1"	"Region10"	"tango"
"6FozXlLTIQ0i"	"Class2"	"Region10"	"tango"
"6FozXlLTIQ0i"	"Class2"	"Region10"	"tango"
"6FozXlLTIQ0i"	"Class1"	"Region10"	"tango"
"6FozXlLTIQ0i"	"Class1"	"Region10"	"tango"
"voJc77jxCpz9"	"Class5"	"Region6"	"papa"
"PdrKtlRZwE63"	"Class2"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class1"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class3"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class1"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class4"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class4"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class4"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class1"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class1"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class1"	"Region8"	"tango"
"PdrKtlRZwE63"	"Class3"	"Region8"	"tango"
"boM4MbLDHSS7"	"Class2"	"Region1"	"papa"
"boM4MbLDHSS7"	"Class1"	"Region1"	"papa"
"boM4MbLDHSS7"	"Class5"	"Region1"	"papa"
"boM4MbLDHSS7"	"Class3"	"Region1"	"papa"
"kYV15LMYlNLV"	"Class2"	"Region2"	"papa"
"kYV15LMYlNLV"	"Class4"	"Region2"	"papa"
"kYV15LMYlNLV"	"Class1"	"Region2"	"papa"
"kYV15LMYlNLV"	"Class4"	"Region2"	"papa"
"sdj0w5CFufqR"	"Class1"	"Region4"	"tango"
"sdj0w5CFufqR"	"Class2"	"Region4"	"tango"
"sdj0w5CFufqR"	"Class3"	"Region4"	"tango"
"btSNwyByURXh"	"Class2"	"Region8"	"papa"
"btSNwyByURXh"	"Class3"	"Region8"	"papa"
"btSNwyByURXh"	"Class5"	"Region8"	"papa"
"WBnyKAW65i5k"	"Class3"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class1"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class4"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class3"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class2"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class4"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class1"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class2"	"Region10"	"alpha"
"WBnyKAW65i5k"	"Class3"	"Region10"	"alpha"
"yghkZQTL0w2v"	"Class4"	"Region8"	"papa"
"yghkZQTL0w2v"	"Class1"	"Region8"	"papa"
"yghkZQTL0w2v"	"Class3"	"Region8"	"papa"
"yghkZQTL0w2v"	"Class4"	"Region8"	"papa"
"yghkZQTL0w2v"	"Class2"	"Region8"	"papa"
"yghkZQTL0w2v"	"Class5"	"Region8"	"papa"
"NuEGYfAEXw1L"	"Class4"	"Region8"	"papa"
"NuEGYfAEXw1L"	"Class4"	"Region8"	"papa"
"NuEGYfAEXw1L"	"Class4"	"Region8"	"papa"
"NuEGYfAEXw1L"	"Class4"	"Region8"	"papa"
"8UzPjSdM7wi1"	"Class4"	"Region10"	"papa"
"8UzPjSdM7wi1"	"Class4"	"Region10"	"papa"
"8UzPjSdM7wi1"	"Class4"	"Region10"	"papa"
"8UzPjSdM7wi1"	"Class3"	"Region10"	"papa"
"8UzPjSdM7wi1"	"Class5"	"Region10"	"papa"
"8UzPjSdM7wi1"	"Class3"	"Region10"	"papa"
"8UzPjSdM7wi1"	"Class5"	"Region10"	"papa"
"3ZfyOud6OBCl"	"Class4"	"Region8"	"papa"
"3ZfyOud6OBCl"	"Class1"	"Region8"	"papa"
"3ZfyOud6OBCl"	"Class5"	"Region8"	"papa"
"3ZfyOud6OBCl"	"Class4"	"Region8"	"papa"
"3ZfyOud6OBCl"	"Class5"	"Region8"	"papa"
"Eg0i1zygXMPt"	"Class3"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class3"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class5"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class5"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class5"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class4"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class1"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class4"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class2"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class1"	"Region1"	"tango"
"Eg0i1zygXMPt"	"Class4"	"Region1"	"tango"
"seTSrDuZWw7h"	"Class4"	"Region2"	"alpha"
"seTSrDuZWw7h"	"Class4"	"Region2"	"alpha"
"seTSrDuZWw7h"	"Class4"	"Region2"	"alpha"
"rHcGi43wxzP5"	"Class3"	"Region1"	"papa"
"rHcGi43wxzP5"	"Class2"	"Region1"	"papa"
"rHcGi43wxzP5"	"Class5"	"Region1"	"papa"
"rHcGi43wxzP5"	"Class1"	"Region1"	"papa"
"rHcGi43wxzP5"	"Class1"	"Region1"	"papa"
"rHcGi43wxzP5"	"Class1"	"Region1"	"papa"
"s5noJMUzPtMH"	"Class4"	"Region8"	"tango"
"s5noJMUzPtMH"	"Class1"	"Region8"	"tango"
"s5noJMUzPtMH"	"Class1"	"Region8"	"tango"
"s5noJMUzPtMH"	"Class1"	"Region8"	"tango"
"s5noJMUzPtMH"	"Class5"	"Region8"	"tango"
"s5noJMUzPtMH"	"Class3"	"Region8"	"tango"
"V2aDtiPbhkL3"	"Class1"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class2"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class4"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class2"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class4"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class3"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class5"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class1"	"Region2"	"tango"
"V2aDtiPbhkL3"	"Class5"	"Region2"	"tango"
"xyQm2hDzQWHY"	"Class2"	"Region10"	"alpha"
"xyQm2hDzQWHY"	"Class2"	"Region10"	"alpha"
"VMtWsRNfqUV0"	"Class4"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class1"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class3"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class5"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class3"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class4"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class3"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class2"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class4"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class4"	"Region8"	"alpha"
"VMtWsRNfqUV0"	"Class1"	"Region8"	"alpha"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class2"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class5"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class5"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class5"	"Region8"	"papa"
"Yphy8BUpLiLy"	"Class4"	"Region8"	"papa"
"aBzDRCmSD80v"	"Class5"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class3"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class4"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class1"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class4"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class4"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class5"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class3"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class5"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class4"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class3"	"Region8"	"alpha"
"aBzDRCmSD80v"	"Class4"	"Region8"	"alpha"
"Sk5Y3JUiLnhd"	"Class4"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class4"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class3"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class4"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class3"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class5"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class3"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class3"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class4"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class3"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class4"	"Region9"	"tango"
"Sk5Y3JUiLnhd"	"Class4"	"Region9"	"tango"
"kaOXRRt9fkle"	"Class2"	"Region8"	"papa"
"kaOXRRt9fkle"	"Class2"	"Region8"	"papa"
"kaOXRRt9fkle"	"Class2"	"Region8"	"papa"
"Fjqh9UbouQum"	"Class3"	"Region10"	"alpha"
"Fjqh9UbouQum"	"Class5"	"Region10"	"alpha"
"Fjqh9UbouQum"	"Class4"	"Region10"	"alpha"
"Fjqh9UbouQum"	"Class4"	"Region10"	"alpha"
"Fjqh9UbouQum"	"Class4"	"Region10"	"alpha"
"jiqIzVGzX5ZJ"	"Class1"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class5"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class1"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class1"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class2"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class1"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class3"	"Region8"	"alpha"
"jiqIzVGzX5ZJ"	"Class1"	"Region8"	"alpha"
"HTbmLS7fVIcv"	"Class4"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class4"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class4"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class2"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class1"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class4"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class2"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class2"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class4"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class1"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class4"	"Region7"	"alpha"
"HTbmLS7fVIcv"	"Class3"	"Region7"	"alpha"
"CuYyLgvcJgWq"	"Class3"	"Region7"	"tango"
"CuYyLgvcJgWq"	"Class4"	"Region7"	"tango"
"CuYyLgvcJgWq"	"Class4"	"Region7"	"tango"
"CuYyLgvcJgWq"	"Class3"	"Region7"	"tango"
"cPJ3U9iMH0tn"	"Class4"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class5"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class4"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class4"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class1"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class4"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class4"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class4"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class3"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class3"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class3"	"Region9"	"alpha"
"cPJ3U9iMH0tn"	"Class2"	"Region9"	"alpha"
"xbRTrGrjlqc4"	"Class3"	"Region9"	"papa"
"xbRTrGrjlqc4"	"Class3"	"Region9"	"papa"
"xbRTrGrjlqc4"	"Class3"	"Region9"	"papa"
"00eTX6tk6vhl"	"Class3"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class4"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class2"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class1"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class1"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class1"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class3"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class2"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class5"	"Region2"	"papa"
"00eTX6tk6vhl"	"Class1"	"Region2"	"papa"
"5E4jPAn3KMgC"	"Class3"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class4"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class1"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class2"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class3"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class3"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class1"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class2"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class1"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class5"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class1"	"Region10"	"papa"
"5E4jPAn3KMgC"	"Class1"	"Region10"	"papa"
"4yhYd6aSuAQn"	"Class4"	"Region7"	"papa"
"4yhYd6aSuAQn"	"Class5"	"Region7"	"papa"
"4yhYd6aSuAQn"	"Class5"	"Region7"	"papa"
"w31aYISrZjpC"	"Class2"	"Region9"	"alpha"
"w31aYISrZjpC"	"Class2"	"Region9"	"alpha"
"w31aYISrZjpC"	"Class2"	"Region9"	"alpha"
"w31aYISrZjpC"	"Class2"	"Region9"	"alpha"
"w31aYISrZjpC"	"Class1"	"Region9"	"alpha"
"w31aYISrZjpC"	"Class2"	"Region9"	"alpha"
"YgAvlcce4tQx"	"Class5"	"Region1"	"papa"
"YgAvlcce4tQx"	"Class2"	"Region1"	"papa"
"YgAvlcce4tQx"	"Class2"	"Region1"	"papa"
"YgAvlcce4tQx"	"Class2"	"Region1"	"papa"
"YgAvlcce4tQx"	"Class1"	"Region1"	"papa"
"YgAvlcce4tQx"	"Class5"	"Region1"	"papa"
"YgAvlcce4tQx"	"Class2"	"Region1"	"papa"
"TeSxLzCtBSYW"	"Class1"	"Region5"	"tango"
"TeSxLzCtBSYW"	"Class5"	"Region5"	"tango"
"TeSxLzCtBSYW"	"Class5"	"Region5"	"tango"
"TeSxLzCtBSYW"	"Class1"	"Region5"	"tango"
"TeSxLzCtBSYW"	"Class4"	"Region5"	"tango"
"kdfDEmhJ6Bb2"	"Class2"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class2"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class3"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class2"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class1"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class1"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class1"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class3"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class2"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class2"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class3"	"Region9"	"papa"
"kdfDEmhJ6Bb2"	"Class3"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class3"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class3"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class4"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class1"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class3"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class4"	"Region9"	"papa"
"GDYHWR86zXYa"	"Class4"	"Region9"	"papa"
"VSPSA6TbR9qH"	"Class4"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class4"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class5"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class4"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class4"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class1"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class4"	"Region8"	"papa"
"VSPSA6TbR9qH"	"Class3"	"Region8"	"papa"
"drnK4dOrs90x"	"Class1"	"Region9"	"papa"
"drnK4dOrs90x"	"Class4"	"Region9"	"papa"
"drnK4dOrs90x"	"Class1"	"Region9"	"papa"
"drnK4dOrs90x"	"Class5"	"Region9"	"papa"
"drnK4dOrs90x"	"Class1"	"Region9"	"papa"
"drnK4dOrs90x"	"Class5"	"Region9"	"papa"
"drnK4dOrs90x"	"Class2"	"Region9"	"papa"
"8rEIQUEo7xeM"	"Class4"	"Region2"	"alpha"
"8rEIQUEo7xeM"	"Class4"	"Region2"	"alpha"
"8rEIQUEo7xeM"	"Class4"	"Region2"	"alpha"
"8rEIQUEo7xeM"	"Class2"	"Region2"	"alpha"
"8rEIQUEo7xeM"	"Class5"	"Region2"	"alpha"
"8rEIQUEo7xeM"	"Class4"	"Region2"	"alpha"
"ZqV1CusRtxMI"	"Class3"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class4"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class5"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class3"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class1"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class4"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class5"	"Region8"	"tango"
"ZqV1CusRtxMI"	"Class5"	"Region8"	"tango"
"pJi9oPv9P60Q"	"Class3"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class3"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class4"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class4"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class4"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class2"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class1"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class3"	"Region1"	"alpha"
"pJi9oPv9P60Q"	"Class4"	"Region1"	"alpha"
"YlzEEPJwf38j"	"Class4"	"Region6"	"alpha"
"YlzEEPJwf38j"	"Class5"	"Region6"	"alpha"
"YlzEEPJwf38j"	"Class3"	"Region6"	"alpha"
"YlzEEPJwf38j"	"Class4"	"Region6"	"alpha"
"YlzEEPJwf38j"	"Class5"	"Region6"	"alpha"
"YlzEEPJwf38j"	"Class2"	"Region6"	"alpha"
"9NIJJn7ust4O"	"Class3"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class3"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class5"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class5"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class3"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class3"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class4"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class1"	"Region8"	"papa"
"9NIJJn7ust4O"	"Class4"	"Region8"	"papa"
"EsixdIBbSl28"	"Class1"	"Region8"	"papa"
"EsixdIBbSl28"	"Class1"	"Region8"	"papa"
"EsixdIBbSl28"	"Class4"	"Region8"	"papa"
"EsixdIBbSl28"	"Class4"	"Region8"	"papa"
"EsixdIBbSl28"	"Class3"	"Region8"	"papa"
"EsixdIBbSl28"	"Class1"	"Region8"	"papa"
"EsixdIBbSl28"	"Class2"	"Region8"	"papa"
"EsixdIBbSl28"	"Class1"	"Region8"	"papa"
"joYaI0ZR5Syl"	"Class2"	"Region10"	"papa"
"bUSkUXFiXPPs"	"Class5"	"Region2"	"papa"
"4yooQ60tC1kw"	"Class3"	"Region9"	"tango"
"4yooQ60tC1kw"	"Class3"	"Region9"	"tango"
"4yooQ60tC1kw"	"Class5"	"Region9"	"tango"
"4yooQ60tC1kw"	"Class3"	"Region9"	"tango"
"kE83DhBvIRDr"	"Class5"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class4"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class5"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class4"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class5"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class5"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class1"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class2"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class3"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class5"	"Region10"	"tango"
"kE83DhBvIRDr"	"Class5"	"Region10"	"tango"
"FmHpgqQKRHwm"	"Class4"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class3"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class3"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class5"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class3"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class4"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class3"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class3"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class5"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class5"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class2"	"Region8"	"tango"
"FmHpgqQKRHwm"	"Class1"	"Region8"	"tango"
"oawjP2isNMLF"	"Class1"	"Region1"	"papa"
"oawjP2isNMLF"	"Class5"	"Region1"	"papa"
"oawjP2isNMLF"	"Class5"	"Region1"	"papa"
"oawjP2isNMLF"	"Class1"	"Region1"	"papa"
"oawjP2isNMLF"	"Class3"	"Region1"	"papa"
"oawjP2isNMLF"	"Class3"	"Region1"	"papa"
"oawjP2isNMLF"	"Class4"	"Region1"	"papa"
"1dfF67Sr9hkK"	"Class5"	"Region8"	"papa"
